Date,Product,Category,Region,Quantity,Discount (%),Sales,Profit,Year,Month,Month_Name,Day_No,Day_Name,Quarter
2023-06-03,Headphones,Accessories,North,2,5,5700.0,1302.72,2023,6,June,3,Saturday,2
2022-06-04,Smartwatch,Wearables,West,5,10,36000.0,8532.33,2022,6,June,4,Saturday,2
2022-04-02,Tablet,Electronics,South,1,10,18000.0,3046.06,2022,4,April,2,Saturday,2
2024-09-08,Phone,Electronics,South,2,5,57000.0,7262.65,2024,9,September,8,Sunday,3
2023-03-31,Smartwatch,Wearables,East,3,5,22800.0,6186.54,2023,3,March,31,Friday,1
2023-08-21,Headphones,Accessories,South,5,10,13500.0,3980.54,2023,8,August,21,Monday,3
2023-05-25,Tablet,Electronics,North,4,0,80000.0,16854.37,2023,5,May,25,Thursday,2
2023-01-21,Smartwatch,Wearables,East,2,0,16000.0,4664.33,2023,1,January,21,Saturday,1
2023-02-09,Tablet,Electronics,East,1,5,19000.0,2612.61,2023,2,February,9,Thursday,1
2022-09-03,Tablet,Electronics,South,2,20,32000.0,3745.6,2022,9,September,3,Saturday,3
2024-01-12,Phone,Electronics,West,2,5,57000.0,11568.09,2024,1,January,12,Friday,1
2023-10-23,Phone,Electronics,South,2,0,60000.0,9895.24,2023,10,October,23,Monday,4
2023-10-12,Headphones,Accessories,West,4,15,10200.0,2645.06,2023,10,October,12,Thursday,4
2024-06-19,Camera,Electronics,South,1,20,32000.0,7647.53,2024,6,June,19,Wednesday,2
2022-03-06,Smartwatch,Wearables,North,3,20,19200.0,2903.45,2022,3,March,6,Sunday,1
2024-11-02,Smartwatch,Wearables,East,5,0,52000.0,12866.09,2024,11,November,2,Saturday,4
2022-08-01,Camera,Electronics,North,4,5,152000.0,18368.99,2022,8,August,1,Monday,3
2022-08-30,Laptop,Electronics,South,5,15,297500.0,62426.0,2022,8,August,30,Tuesday,3
2023-05-08,Laptop,Electronics,West,3,0,210000.0,61319.37,2023,5,May,8,Monday,2
2022-12-04,Phone,Electronics,North,3,5,111150.0,23208.39,2022,12,December,4,Sunday,4
2022-06-22,Laptop,Electronics,North,3,0,210000.0,42216.63,2022,6,June,22,Wednesday,2
2023-11-03,Smartwatch,Wearables,South,5,0,52000.0,13492.17,2023,11,November,3,Friday,4
2022-06-13,Tablet,Electronics,East,1,10,18000.0,2722.51,2022,6,June,13,Monday,2
2023-04-10,Smartwatch,Wearables,South,5,5,38000.0,4279.79,2023,4,April,10,Monday,2
2024-09-21,Headphones,Accessories,South,3,20,7200.0,1445.61,2024,9,September,21,Saturday,3
2023-05-12,Laptop,Electronics,North,5,0,350000.0,35851.78,2023,5,May,12,Friday,2
2023-12-01,Headphones,Accessories,North,1,0,3900.0,864.76,2023,12,December,1,Friday,4
2023-01-30,Smartwatch,Wearables,South,5,10,36000.0,5904.04,2023,1,January,30,Monday,1
2023-12-04,Camera,Electronics,South,1,0,52000.0,12585.78,2023,12,December,4,Monday,4
2022-11-04,Headphones,Accessories,West,4,0,15600.0,2514.19,2022,11,November,4,Friday,4
2022-07-02,Phone,Electronics,North,2,0,60000.0,13948.46,2022,7,July,2,Saturday,3
2023-09-21,Headphones,Accessories,East,4,0,12000.0,1438.73,2023,9,September,21,Thursday,3
2023-05-25,Phone,Electronics,South,2,20,48000.0,4900.1,2023,5,May,25,Thursday,2
2023-06-30,Headphones,Accessories,East,5,10,13500.0,3337.84,2023,6,June,30,Friday,2
2023-09-16,Camera,Electronics,West,2,0,80000.0,23306.56,2023,9,September,16,Saturday,3
2023-08-17,Headphones,Accessories,West,3,0,9000.0,1456.44,2023,8,August,17,Thursday,3
2024-01-14,Phone,Electronics,West,2,15,51000.0,10928.78,2024,1,January,14,Sunday,1
2023-07-08,Laptop,Electronics,West,4,10,252000.0,27991.11,2023,7,July,8,Saturday,3
2022-01-21,Tablet,Electronics,West,5,10,90000.0,15226.02,2022,1,January,21,Friday,1
2023-07-08,Headphones,Accessories,North,2,15,5100.0,595.3,2023,7,July,8,Saturday,3
2023-02-01,Headphones,Accessories,South,4,0,12000.0,3382.92,2023,2,February,1,Wednesday,1
2023-09-17,Smartwatch,Wearables,South,4,0,32000.0,6856.08,2023,9,September,17,Sunday,3
2022-04-15,Smartwatch,Wearables,South,4,10,28800.0,6327.38,2022,4,April,15,Friday,2
2022-07-11,Headphones,Accessories,South,4,0,12000.0,1519.41,2022,7,July,11,Monday,3
2022-01-17,Headphones,Accessories,North,2,10,5400.0,541.34,2022,1,January,17,Monday,1
2023-01-28,Smartwatch,Wearables,West,2,0,16000.0,3541.59,2023,1,January,28,Saturday,1
2023-03-01,Phone,Electronics,West,3,0,90000.0,26575.48,2023,3,March,1,Wednesday,1
2022-05-09,Laptop,Electronics,East,4,10,252000.0,70580.75,2022,5,May,9,Monday,2
2023-07-26,Smartwatch,Wearables,South,5,20,32000.0,8937.65,2023,7,July,26,Wednesday,3
2022-01-29,Camera,Electronics,South,4,15,136000.0,31653.0,2022,1,January,29,Saturday,1
2024-10-30,Camera,Electronics,West,5,15,170000.0,49308.54,2024,10,October,30,Wednesday,4
2022-08-30,Tablet,Electronics,South,5,10,90000.0,14923.76,2022,8,August,30,Tuesday,3
2022-08-20,Headphones,Accessories,North,4,15,10200.0,1796.15,2022,8,August,20,Saturday,3
2024-02-28,Tablet,Electronics,North,5,10,90000.0,25565.91,2024,2,February,28,Wednesday,1
2023-12-16,Headphones,Accessories,North,1,0,3900.0,496.38,2023,12,December,16,Saturday,4
2024-01-29,Phone,Electronics,West,3,20,72000.0,13482.25,2024,1,January,29,Monday,1
2024-03-12,Headphones,Accessories,West,2,0,6000.0,1279.43,2024,3,March,12,Tuesday,1
2024-02-15,Tablet,Electronics,East,4,0,80000.0,15490.9,2024,2,February,15,Thursday,1
2023-12-27,Tablet,Electronics,West,5,10,117000.0,27122.0,2023,12,December,27,Wednesday,4
2022-07-19,Tablet,Electronics,North,2,20,32000.0,4383.34,2022,7,July,19,Tuesday,3
2024-08-02,Smartwatch,Wearables,South,4,20,25600.0,7667.8,2024,8,August,2,Friday,3
2022-03-20,Smartwatch,Wearables,South,4,5,30400.0,8446.5,2022,3,March,20,Sunday,1
2024-08-13,Camera,Electronics,West,4,5,152000.0,44616.93,2024,8,August,13,Tuesday,3
2024-05-05,Tablet,Electronics,West,5,15,85000.0,21151.39,2024,5,May,5,Sunday,2
2023-04-12,Laptop,Electronics,South,1,0,70000.0,14675.02,2023,4,April,12,Wednesday,2
2023-08-04,Camera,Electronics,North,5,0,200000.0,36431.27,2023,8,August,4,Friday,3
2024-07-28,Smartwatch,Wearables,West,1,5,7600.0,2137.93,2024,7,July,28,Sunday,3
2023-03-25,Headphones,Accessories,South,3,5,8550.0,2081.58,2023,3,March,25,Saturday,1
2022-03-28,Headphones,Accessories,North,5,0,15000.0,3727.78,2022,3,March,28,Monday,1
2022-04-11,Camera,Electronics,North,4,10,144000.0,41917.85,2022,4,April,11,Monday,2
2024-10-28,Headphones,Accessories,South,3,10,8100.0,1180.75,2024,10,October,28,Monday,4
2024-04-24,Laptop,Electronics,North,3,0,210000.0,62151.95,2024,4,April,24,Wednesday,2
2022-03-28,Tablet,Electronics,South,5,15,85000.0,11815.67,2022,3,March,28,Monday,1
2022-02-12,Headphones,Accessories,South,3,10,8100.0,1284.51,2022,2,February,12,Saturday,1
2023-02-12,Phone,Electronics,North,1,5,28500.0,5973.04,2023,2,February,12,Sunday,1
2023-10-26,Phone,Electronics,South,4,0,120000.0,34521.91,2023,10,October,26,Thursday,4
2024-11-06,Camera,Electronics,North,5,5,247000.0,68268.94,2024,11,November,6,Wednesday,4
2022-05-28,Phone,Electronics,East,3,10,81000.0,22864.41,2022,5,May,28,Saturday,2
2022-10-04,Headphones,Accessories,West,2,0,6000.0,1418.02,2022,10,October,4,Tuesday,4
2022-08-20,Headphones,Accessories,North,5,10,13500.0,1665.39,2022,8,August,20,Saturday,3
2023-01-01,Headphones,Accessories,West,1,10,2700.0,721.54,2023,1,January,1,Sunday,1
2023-03-12,Smartwatch,Wearables,North,2,10,14400.0,1871.92,2023,3,March,12,Sunday,1
2023-02-03,Camera,Electronics,West,4,20,128000.0,13593.11,2023,2,February,3,Friday,1
2023-05-14,Smartwatch,Wearables,North,1,0,8000.0,1739.71,2023,5,May,14,Sunday,2
2023-06-24,Smartwatch,Wearables,South,1,5,7600.0,1246.54,2023,6,June,24,Saturday,2
2023-07-17,Laptop,Electronics,East,4,20,224000.0,24691.95,2023,7,July,17,Monday,3
2023-03-18,Phone,Electronics,East,4,10,108000.0,18460.72,2023,3,March,18,Saturday,1
2024-02-12,Smartwatch,Wearables,West,4,10,28800.0,4242.15,2024,2,February,12,Monday,1
2022-12-16,Smartwatch,Wearables,North,3,15,26520.0,3127.28,2022,12,December,16,Friday,4
2023-06-04,Headphones,Accessories,East,2,10,5400.0,841.34,2023,6,June,4,Sunday,2
2022-05-18,Smartwatch,Wearables,West,2,5,15200.0,1831.34,2022,5,May,18,Wednesday,2
2024-09-18,Laptop,Electronics,East,5,0,350000.0,35630.23,2024,9,September,18,Wednesday,3
2023-01-03,Laptop,Electronics,South,4,10,252000.0,71715.56,2023,1,January,3,Tuesday,1
2022-12-26,Smartwatch,Wearables,North,2,20,16640.0,4240.61,2022,12,December,26,Monday,4
2024-07-09,Smartwatch,Wearables,South,4,10,28800.0,8342.36,2024,7,July,9,Tuesday,3
2022-11-25,Phone,Electronics,East,4,20,124800.0,13596.36,2022,11,November,25,Friday,4
2024-08-19,Laptop,Electronics,North,1,15,59500.0,14668.96,2024,8,August,19,Monday,3
2023-04-08,Camera,Electronics,East,2,10,72000.0,11575.61,2023,4,April,8,Saturday,2
2024-08-03,Camera,Electronics,East,2,10,72000.0,15131.76,2024,8,August,3,Saturday,3
2024-08-20,Headphones,Accessories,South,2,20,4800.0,1274.09,2024,8,August,20,Tuesday,3
2024-04-15,Phone,Electronics,East,2,0,60000.0,6792.08,2024,4,April,15,Monday,2
2022-06-18,Phone,Electronics,South,2,15,51000.0,14414.91,2022,6,June,18,Saturday,2
2022-08-05,Smartwatch,Wearables,North,3,5,22800.0,2926.84,2022,8,August,5,Friday,3
2023-01-13,Camera,Electronics,East,5,20,160000.0,39416.19,2023,1,January,13,Friday,1
2022-04-29,Smartwatch,Wearables,North,3,15,20400.0,2146.35,2022,4,April,29,Friday,2
2022-07-09,Tablet,Electronics,South,3,5,57000.0,10276.4,2022,7,July,9,Saturday,3
2024-02-06,Laptop,Electronics,West,3,0,210000.0,43684.51,2024,2,February,6,Tuesday,1
2023-01-05,Phone,Electronics,South,1,10,27000.0,6895.06,2023,1,January,5,Thursday,1
2022-05-29,Smartwatch,Wearables,East,1,5,7600.0,1222.19,2022,5,May,29,Sunday,2
2023-10-14,Camera,Electronics,North,1,10,36000.0,7242.0,2023,10,October,14,Saturday,4
2024-02-09,Camera,Electronics,North,3,20,96000.0,23787.47,2024,2,February,9,Friday,1
2023-01-09,Camera,Electronics,South,3,10,108000.0,16920.08,2023,1,January,9,Monday,1
2024-02-20,Smartwatch,Wearables,West,3,10,21600.0,6439.72,2024,2,February,20,Tuesday,1
2022-06-09,Smartwatch,Wearables,West,1,10,7200.0,1737.33,2022,6,June,9,Thursday,2
2022-12-17,Smartwatch,Wearables,East,1,20,8320.0,835.35,2022,12,December,17,Saturday,4
2024-06-10,Tablet,Electronics,South,2,0,40000.0,6878.11,2024,6,June,10,Monday,2
2023-06-07,Camera,Electronics,East,4,20,128000.0,26515.45,2023,6,June,7,Wednesday,2
2023-06-06,Tablet,Electronics,East,4,0,80000.0,22264.3,2023,6,June,6,Tuesday,2
2024-02-22,Camera,Electronics,South,3,0,120000.0,14197.34,2024,2,February,22,Thursday,1
2022-09-30,Tablet,Electronics,East,5,20,80000.0,9239.65,2022,9,September,30,Friday,3
2024-07-24,Headphones,Accessories,North,5,20,12000.0,2047.09,2024,7,July,24,Wednesday,3
2022-07-02,Smartwatch,Wearables,North,5,10,36000.0,3673.47,2022,7,July,2,Saturday,3
2023-05-03,Camera,Electronics,North,5,0,200000.0,23764.32,2023,5,May,3,Wednesday,2
2024-04-25,Camera,Electronics,South,1,15,34000.0,7635.97,2024,4,April,25,Thursday,2
2022-05-04,Headphones,Accessories,East,1,15,2550.0,708.41,2022,5,May,4,Wednesday,2
2024-09-11,Camera,Electronics,West,5,0,200000.0,38765.04,2024,9,September,11,Wednesday,3
2024-02-29,Headphones,Accessories,North,4,0,12000.0,3588.07,2024,2,February,29,Thursday,1
2023-02-18,Laptop,Electronics,South,3,10,189000.0,35875.89,2023,2,February,18,Saturday,1
2023-11-17,Camera,Electronics,West,3,0,156000.0,19385.94,2023,11,November,17,Friday,4
2022-04-23,Laptop,Electronics,West,2,10,126000.0,28036.05,2022,4,April,23,Saturday,2
2024-06-06,Laptop,Electronics,North,4,5,266000.0,67666.79,2024,6,June,6,Thursday,2
2022-05-02,Tablet,Electronics,North,1,20,16000.0,2373.98,2022,5,May,2,Monday,2
2022-02-08,Phone,Electronics,North,3,0,90000.0,26092.71,2022,2,February,8,Tuesday,1
2023-05-12,Laptop,Electronics,East,5,0,350000.0,84047.06,2023,5,May,12,Friday,2
2024-02-19,Laptop,Electronics,North,5,15,297500.0,84297.67,2024,2,February,19,Monday,1
2024-07-31,Smartwatch,Wearables,East,3,10,21600.0,5527.39,2024,7,July,31,Wednesday,3
2022-05-29,Headphones,Accessories,North,2,20,4800.0,664.78,2022,5,May,29,Sunday,2
2024-10-18,Tablet,Electronics,East,3,5,57000.0,10781.28,2024,10,October,18,Friday,4
2023-10-23,Laptop,Electronics,West,4,10,252000.0,32845.2,2023,10,October,23,Monday,4
2022-10-29,Phone,Electronics,West,4,10,108000.0,12774.78,2022,10,October,29,Saturday,4
2022-08-26,Smartwatch,Wearables,North,2,15,13600.0,2939.57,2022,8,August,26,Friday,3
2023-10-09,Phone,Electronics,West,2,20,48000.0,13191.45,2023,10,October,9,Monday,4
2023-10-25,Phone,Electronics,South,3,5,85500.0,9490.19,2023,10,October,25,Wednesday,4
2022-08-24,Camera,Electronics,West,2,15,68000.0,20207.09,2022,8,August,24,Wednesday,3
2022-07-22,Camera,Electronics,West,3,20,96000.0,10328.86,2022,7,July,22,Friday,3
2022-09-13,Smartwatch,Wearables,South,5,15,34000.0,9398.23,2022,9,September,13,Tuesday,3
2023-08-21,Laptop,Electronics,North,4,10,252000.0,33320.59,2023,8,August,21,Monday,3
2023-10-24,Headphones,Accessories,North,1,5,2850.0,365.39,2023,10,October,24,Tuesday,4
2022-08-23,Laptop,Electronics,East,4,10,252000.0,34001.77,2022,8,August,23,Tuesday,3
2023-06-18,Smartwatch,Wearables,East,1,0,8000.0,2126.12,2023,6,June,18,Sunday,2
2024-05-09,Phone,Electronics,North,1,0,30000.0,8340.04,2024,5,May,9,Thursday,2
2024-02-09,Camera,Electronics,West,3,20,96000.0,26497.47,2024,2,February,9,Friday,1
2023-06-25,Camera,Electronics,West,1,0,40000.0,9817.39,2023,6,June,25,Sunday,2
2022-08-01,Phone,Electronics,East,3,20,72000.0,9908.02,2022,8,August,1,Monday,3
2023-04-08,Laptop,Electronics,North,1,5,66500.0,16786.21,2023,4,April,8,Saturday,2
2023-03-12,Headphones,Accessories,East,5,20,12000.0,1274.47,2023,3,March,12,Sunday,1
2022-10-10,Tablet,Electronics,North,1,5,19000.0,3615.54,2022,10,October,10,Monday,4
2022-03-29,Tablet,Electronics,South,5,10,90000.0,26569.71,2022,3,March,29,Tuesday,1
2024-12-03,Headphones,Accessories,South,5,15,16575.0,1768.18,2024,12,December,3,Tuesday,4
2023-04-06,Phone,Electronics,West,1,5,28500.0,4192.43,2023,4,April,6,Thursday,2
2022-10-05,Tablet,Electronics,East,1,10,18000.0,3786.4,2022,10,October,5,Wednesday,4
2023-02-25,Phone,Electronics,North,1,15,25500.0,5043.87,2023,2,February,25,Saturday,1
2023-11-27,Laptop,Electronics,South,3,5,259350.0,77324.29,2023,11,November,27,Monday,4
2023-05-30,Camera,Electronics,East,2,10,72000.0,7272.97,2023,5,May,30,Tuesday,2
2023-12-04,Camera,Electronics,West,5,5,247000.0,35111.89,2023,12,December,4,Monday,4
2022-01-19,Camera,Electronics,North,2,20,64000.0,15799.16,2022,1,January,19,Wednesday,1
2022-01-23,Camera,Electronics,South,2,5,76000.0,8575.2,2022,1,January,23,Sunday,1
2023-02-17,Laptop,Electronics,West,2,0,140000.0,22417.55,2023,2,February,17,Friday,1
2024-11-19,Headphones,Accessories,South,2,10,7020.0,1770.88,2024,11,November,19,Tuesday,4
2022-04-18,Camera,Electronics,East,4,10,144000.0,28541.91,2022,4,April,18,Monday,2
2022-05-16,Smartwatch,Wearables,East,5,0,40000.0,4111.85,2022,5,May,16,Monday,2
2022-12-28,Laptop,Electronics,East,4,5,345800.0,51642.15,2022,12,December,28,Wednesday,4
2022-05-09,Phone,Electronics,North,1,10,27000.0,6178.56,2022,5,May,9,Monday,2
2023-05-30,Tablet,Electronics,North,2,10,36000.0,6152.32,2023,5,May,30,Tuesday,2
2023-03-25,Camera,Electronics,West,3,10,108000.0,20673.8,2023,3,March,25,Saturday,1
2024-05-23,Tablet,Electronics,South,1,20,16000.0,2731.96,2024,5,May,23,Thursday,2
2023-04-18,Laptop,Electronics,North,2,10,126000.0,28144.62,2023,4,April,18,Tuesday,2
2024-10-30,Smartwatch,Wearables,East,4,5,30400.0,4370.72,2024,10,October,30,Wednesday,4
2022-10-29,Camera,Electronics,South,2,10,72000.0,7687.03,2022,10,October,29,Saturday,4
2022-08-19,Tablet,Electronics,West,1,15,17000.0,3096.05,2022,8,August,19,Friday,3
2024-07-11,Camera,Electronics,East,4,10,144000.0,20134.15,2024,7,July,11,Thursday,3
2024-12-25,Headphones,Accessories,West,3,5,11115.0,3269.69,2024,12,December,25,Wednesday,4
2024-07-25,Smartwatch,Wearables,West,5,15,34000.0,5161.17,2024,7,July,25,Thursday,3
2022-04-22,Laptop,Electronics,North,2,5,133000.0,36748.84,2022,4,April,22,Friday,2
2024-11-02,Tablet,Electronics,South,3,20,62400.0,8627.98,2024,11,November,2,Saturday,4
2023-05-15,Smartwatch,Wearables,West,5,10,36000.0,10215.04,2023,5,May,15,Monday,2
2024-07-20,Headphones,Accessories,West,1,10,2700.0,681.18,2024,7,July,20,Saturday,3
2023-08-21,Tablet,Electronics,South,3,0,60000.0,8924.62,2023,8,August,21,Monday,3
2022-08-22,Tablet,Electronics,East,4,5,76000.0,11870.41,2022,8,August,22,Monday,3
2023-08-25,Headphones,Accessories,West,2,10,5400.0,806.73,2023,8,August,25,Friday,3
2022-11-10,Laptop,Electronics,East,5,20,364000.0,52564.79,2022,11,November,10,Thursday,4
2023-07-20,Smartwatch,Wearables,North,1,5,7600.0,794.45,2023,7,July,20,Thursday,3
2024-11-01,Phone,Electronics,North,5,20,156000.0,17469.03,2024,11,November,1,Friday,4
2022-07-28,Headphones,Accessories,South,5,15,12750.0,3435.72,2022,7,July,28,Thursday,3
2024-11-03,Laptop,Electronics,North,2,5,172900.0,19537.36,2024,11,November,3,Sunday,4
2024-11-09,Tablet,Electronics,West,3,5,74100.0,14001.98,2024,11,November,9,Saturday,4
2023-08-10,Headphones,Accessories,West,5,20,12000.0,1524.87,2023,8,August,10,Thursday,3
2024-10-11,Tablet,Electronics,South,5,15,85000.0,20761.56,2024,10,October,11,Friday,4
2024-12-29,Headphones,Accessories,South,5,5,18525.0,2920.12,2024,12,December,29,Sunday,4
2023-11-29,Tablet,Electronics,East,5,10,117000.0,17444.33,2023,11,November,29,Wednesday,4
2022-05-12,Smartwatch,Wearables,West,4,0,32000.0,3888.3,2022,5,May,12,Thursday,2
2024-11-09,Phone,Electronics,West,4,10,140400.0,19787.74,2024,11,November,9,Saturday,4
2023-06-20,Smartwatch,Wearables,South,3,0,24000.0,2409.99,2023,6,June,20,Tuesday,2
2024-10-10,Tablet,Electronics,West,3,15,51000.0,8505.08,2024,10,October,10,Thursday,4
2022-08-15,Smartwatch,Wearables,North,4,15,27200.0,6755.12,2022,8,August,15,Monday,3
2024-04-01,Headphones,Accessories,North,1,20,2400.0,695.17,2024,4,April,1,Monday,2
2024-05-20,Smartwatch,Wearables,West,3,10,21600.0,3266.86,2024,5,May,20,Monday,2
2023-02-09,Smartwatch,Wearables,South,1,15,6800.0,1235.1,2023,2,February,9,Thursday,1
2022-07-21,Smartwatch,Wearables,South,5,20,32000.0,9409.5,2022,7,July,21,Thursday,3
2022-02-07,Camera,Electronics,East,2,20,64000.0,19136.66,2022,2,February,7,Monday,1
2024-07-30,Smartwatch,Wearables,East,1,10,7200.0,889.51,2024,7,July,30,Tuesday,3
2022-07-07,Headphones,Accessories,South,4,20,9600.0,1820.05,2022,7,July,7,Thursday,3
2024-12-16,Headphones,Accessories,West,4,10,14040.0,2851.44,2024,12,December,16,Monday,4
2024-07-29,Camera,Electronics,West,4,10,144000.0,24888.03,2024,7,July,29,Monday,3
2024-11-09,Phone,Electronics,East,3,0,117000.0,23095.2,2024,11,November,9,Saturday,4
2022-09-30,Phone,Electronics,East,4,0,120000.0,14382.24,2022,9,September,30,Friday,3
2023-08-06,Camera,Electronics,South,3,10,108000.0,15453.11,2023,8,August,6,Sunday,3
2023-05-31,Camera,Electronics,North,2,20,64000.0,14534.18,2023,5,May,31,Wednesday,2
2023-06-10,Camera,Electronics,North,2,15,68000.0,10002.72,2023,6,June,10,Saturday,2
2022-12-02,Smartwatch,Wearables,North,3,10,28080.0,7846.3,2022,12,December,2,Friday,4
2023-11-29,Phone,Electronics,West,5,20,156000.0,23867.4,2023,11,November,29,Wednesday,4
2024-12-14,Headphones,Accessories,West,3,15,9945.0,2299.31,2024,12,December,14,Saturday,4
2023-05-15,Phone,Electronics,East,4,0,120000.0,20204.77,2023,5,May,15,Monday,2
2024-06-18,Camera,Electronics,South,4,5,152000.0,28143.77,2024,6,June,18,Tuesday,2
2024-02-05,Headphones,Accessories,North,4,15,10200.0,2041.44,2024,2,February,5,Monday,1
2023-06-20,Tablet,Electronics,North,3,10,54000.0,11305.51,2023,6,June,20,Tuesday,2
2022-06-11,Phone,Electronics,North,2,20,48000.0,11960.59,2022,6,June,11,Saturday,2
2023-08-17,Camera,Electronics,South,4,10,144000.0,37115.98,2023,8,August,17,Thursday,3
2022-06-08,Phone,Electronics,East,5,0,150000.0,40172.06,2022,6,June,8,Wednesday,2
2022-03-01,Smartwatch,Wearables,East,1,0,8000.0,1040.64,2022,3,March,1,Tuesday,1
2024-07-03,Tablet,Electronics,West,2,10,36000.0,5330.2,2024,7,July,3,Wednesday,3
2022-07-30,Smartwatch,Wearables,North,2,20,12800.0,3690.35,2022,7,July,30,Saturday,3
2023-02-10,Tablet,Electronics,South,4,10,72000.0,15843.16,2023,2,February,10,Friday,1
2023-10-26,Laptop,Electronics,East,5,5,332500.0,95891.86,2023,10,October,26,Thursday,4
2023-06-26,Laptop,Electronics,West,4,5,266000.0,78824.61,2023,6,June,26,Monday,2
2024-09-24,Phone,Electronics,North,5,10,135000.0,29847.55,2024,9,September,24,Tuesday,3
2024-07-15,Camera,Electronics,South,2,0,80000.0,18759.68,2024,7,July,15,Monday,3
2024-05-17,Headphones,Accessories,South,3,20,7200.0,905.87,2024,5,May,17,Friday,2
2022-01-19,Laptop,Electronics,East,3,0,210000.0,30240.53,2022,1,January,19,Wednesday,1
2023-03-08,Tablet,Electronics,West,1,15,17000.0,4492.39,2023,3,March,8,Wednesday,1
2024-01-10,Laptop,Electronics,West,1,5,66500.0,7298.31,2024,1,January,10,Wednesday,1
2022-07-02,Phone,Electronics,North,4,20,96000.0,23357.73,2022,7,July,2,Saturday,3
2022-04-23,Tablet,Electronics,South,4,15,68000.0,12846.3,2022,4,April,23,Saturday,2
2023-04-26,Tablet,Electronics,South,3,5,57000.0,10084.26,2023,4,April,26,Wednesday,2
2024-04-10,Phone,Electronics,East,4,20,96000.0,24057.59,2024,4,April,10,Wednesday,2
2024-02-02,Phone,Electronics,West,5,20,120000.0,16563.69,2024,2,February,2,Friday,1
2023-04-21,Tablet,Electronics,East,5,10,90000.0,22170.95,2023,4,April,21,Friday,2
2024-02-02,Smartwatch,Wearables,East,5,5,38000.0,5146.83,2024,2,February,2,Friday,1
2024-08-28,Smartwatch,Wearables,West,2,15,13600.0,2900.1,2024,8,August,28,Wednesday,3
2024-10-16,Smartwatch,Wearables,North,4,15,27200.0,6866.37,2024,10,October,16,Wednesday,4
2022-06-10,Headphones,Accessories,South,3,15,7650.0,2219.09,2022,6,June,10,Friday,2
2023-02-05,Camera,Electronics,West,5,5,190000.0,38278.1,2023,2,February,5,Sunday,1
2022-07-17,Smartwatch,Wearables,East,1,0,8000.0,1054.04,2022,7,July,17,Sunday,3
2023-10-22,Laptop,Electronics,West,2,20,112000.0,28069.14,2023,10,October,22,Sunday,4
2024-12-06,Laptop,Electronics,East,4,15,309400.0,41123.15,2024,12,December,6,Friday,4
2023-02-03,Laptop,Electronics,East,4,15,238000.0,32127.45,2023,2,February,3,Friday,1
2022-03-19,Phone,Electronics,West,1,5,28500.0,7830.03,2022,3,March,19,Saturday,1
2022-05-04,Camera,Electronics,East,5,15,170000.0,50160.24,2022,5,May,4,Wednesday,2
2022-03-16,Headphones,Accessories,East,4,20,9600.0,2716.21,2022,3,March,16,Wednesday,1
2022-05-17,Headphones,Accessories,South,3,0,9000.0,931.74,2022,5,May,17,Tuesday,2
2023-08-25,Tablet,Electronics,East,1,5,19000.0,4416.07,2023,8,August,25,Friday,3
2024-04-16,Headphones,Accessories,North,5,20,12000.0,1983.27,2024,4,April,16,Tuesday,2
2023-05-15,Laptop,Electronics,South,1,15,59500.0,11462.61,2023,5,May,15,Monday,2
2022-05-18,Phone,Electronics,North,1,20,24000.0,2582.16,2022,5,May,18,Wednesday,2
2022-02-19,Tablet,Electronics,North,1,15,17000.0,3582.21,2022,2,February,19,Saturday,1
2024-08-30,Headphones,Accessories,West,1,15,2550.0,442.88,2024,8,August,30,Friday,3
2022-09-11,Phone,Electronics,East,3,15,76500.0,11231.62,2022,9,September,11,Sunday,3
2023-12-11,Tablet,Electronics,East,1,15,22100.0,3476.53,2023,12,December,11,Monday,4
2023-07-17,Smartwatch,Wearables,South,5,20,32000.0,5865.82,2023,7,July,17,Monday,3
2024-01-27,Headphones,Accessories,East,3,15,7650.0,2242.2,2024,1,January,27,Saturday,1
2023-07-01,Laptop,Electronics,West,4,0,280000.0,71122.2,2023,7,July,1,Saturday,3
2024-07-10,Headphones,Accessories,South,3,20,7200.0,2131.16,2024,7,July,10,Wednesday,3
2023-08-04,Phone,Electronics,East,3,10,81000.0,10548.37,2023,8,August,4,Friday,3
2022-02-18,Laptop,Electronics,North,3,10,189000.0,31346.62,2022,2,February,18,Friday,1
2024-07-05,Camera,Electronics,East,5,0,200000.0,59885.98,2024,7,July,5,Friday,3
2023-12-05,Laptop,Electronics,East,4,15,309400.0,40877.12,2023,12,December,5,Tuesday,4
2022-09-18,Laptop,Electronics,North,5,20,280000.0,68817.49,2022,9,September,18,Sunday,3
2022-12-22,Tablet,Electronics,South,2,10,46800.0,13786.67,2022,12,December,22,Thursday,4
2023-09-30,Camera,Electronics,South,4,5,152000.0,45006.03,2023,9,September,30,Saturday,3
2024-01-13,Camera,Electronics,North,2,15,68000.0,12056.98,2024,1,January,13,Saturday,1
2024-10-06,Phone,Electronics,East,1,20,24000.0,2466.07,2024,10,October,6,Sunday,4
2024-07-19,Laptop,Electronics,North,5,20,280000.0,31557.31,2024,7,July,19,Friday,3
2023-10-03,Laptop,Electronics,North,4,0,280000.0,82377.63,2023,10,October,3,Tuesday,4
2024-03-02,Laptop,Electronics,South,2,0,140000.0,26092.37,2024,3,March,2,Saturday,1
2023-09-04,Tablet,Electronics,South,5,20,80000.0,18402.62,2023,9,September,4,Monday,3
